Unique ID,Asset ID (Client),Parent Asset,Address,Level,Sub Location,Asset Category (L1),Asset Category (L2),Asset Category (L3),Asset Category (L4),Item Description,Condition Rating (0-5),Condition Rating Label,Photo 1,Photo 2,Quantity,Unit of Measurement,Width (mm),Depth (mm),Height (mm),Screen Size (inches),Make / Brand,Model,Serial Number,Asset Tag / Label,Colour / Finish,Comments / Recommendations,Unit Rate - RCN ($),Estimated Replacement Cost ($),Remaining Useful Life (%),Indemnity Value ($),Insurance Schedule Category,Effective Life (years),Cost Source
200392,,,,,,Industrial,Safety Equipment,Safety Shower / Eyewash (Combined),Plumbed,"Plumbed safety shower + eyewash station, ANSI",,,,,1,ea,,,2140,,Hughes Safety,W-2000,,,Yellow/Green,,1500,1500,,1125,Plant & Equipment,15,"Source: Hughes Safety AU, approx AUD $1499, 2025"
200393,,,,,,Industrial,Safety Equipment,First Aid Kit (Industrial),Type C workplace,"Type C workplace first aid kit, 25-person",,,,,1,ea,,,,,Trafalgar,Type C,,,Green,,150,150,,112.5,Plant & Equipment,3,"Source: Bunnings, approx AUD $149, 2025"
200394,,,,,,Industrial,Safety Equipment,First Aid Kit (Industrial),Large 50-person,"Large workplace first aid kit, 50-person",,,,,1,ea,,,,,Trafalgar,Type D,,,Green,,280,280,,210,Plant & Equipment,3,"Source: Winc, approx AUD $279, 2025"
200395,,,,,,Industrial,Measurement & Detection,Gas Detector,4-gas portable,"4-gas detector, LEL/O2/CO/H2S, LCD, clip-on",,,,,1,ea,,,,,Honeywell,BW MicroClip,,,Yellow,,900,900,,675,Plant & Equipment,3,"Source: Honeywell AU, approx AUD $899, 2025"
200396,,,,,,Industrial,Measurement & Detection,Gas Detector,Fixed detector panel,"Fixed gas detection panel, 4-zone, relay outputs",,,,,1,ea,,,,,Oldham,OLCT 100,,,Black,,2500,2500,,1875,Plant & Equipment,8,"Source: Oldham AU, approx AUD $2499, 2025"
200397,,,,,,Industrial,Measurement & Detection,Multimeter,True RMS digital,"True RMS digital multimeter, CATIII 600V",,,,,1,ea,,,,,Fluke,117,,,Yellow/Black,,350,350,,262.5,Plant & Equipment,5,"Source: RS Components AU, approx AUD $349, 2025"
200398,,,,,,Industrial,Measurement & Detection,Multimeter,Clamp meter,"AC/DC clamp meter, 600A, CATIII",,,,,1,ea,,,,,Fluke,323,,,Yellow/Black,,280,280,,210,Plant & Equipment,5,"Source: RS Components AU, approx AUD $279, 2025"
200399,,,,,,Industrial,Measurement & Detection,Laser Level,Cross-line,"Cross-line laser level, ±0.3mm/m, self-levelling",,,,,1,ea,,,,,Bosch,GLL 3-80,,,Blue,,380,380,,285,Plant & Equipment,5,"Source: Bunnings, approx AUD $379, 2025"
200400,,,,,,Industrial,Measurement & Detection,Laser Level,Rotary,"Rotary laser level, 600m range, self-levelling",,,,,1,ea,,,,,Bosch,GRL 300 HV,,,Blue,,900,900,,675,Plant & Equipment,8,"Source: Sydney Tools, approx AUD $899, 2025"
200401,,,,,,Industrial,Measurement & Detection,Thermal Imaging Camera,Entry-level,"Thermal imaging camera, 160×120 IR, -20 to 550°C",,,,,1,ea,,,,,FLIR,TG267,,,Grey,,1200,1200,,900,Plant & Equipment,5,"Source: RS Components AU, approx AUD $1199, 2025"
200402,,,,,,Industrial,Measurement & Detection,Thermal Imaging Camera,Professional,"Professional thermal camera, 320×240 IR, Wi-Fi",,,,,1,ea,,,,,FLIR,E54,,,Grey,,4500,4500,,3375,Plant & Equipment,5,"Source: RS Components AU, approx AUD $4499, 2025"
200403,,,,,,Industrial,Measurement & Detection,Noise Meter,Class 2,"Class 2 sound level meter, 30-130dB, data logger",,,,,1,ea,,,,,Extech,HD600,,,White,,650,650,,487.5,Plant & Equipment,5,"Source: RS Components AU, approx AUD $649, 2025"
200404,,,,,,Industrial,Measurement & Detection,Tachometer,Non-contact laser,"Non-contact laser tachometer, 10–99999 RPM",,,,,1,ea,,,,,Extech,461920,,,Grey,,200,200,,150,Plant & Equipment,5,"Source: RS Components AU, approx AUD $199, 2025"
200405,,,,,,Medical & First Aid,First Aid,AED (Defibrillator),Semi-auto,"AED, semi-automatic, adult/child pads, wall cabinet",,,,,1,ea,,,,,Zoll,AED 3,,,White/Red,,2800,2800,,2100,Contents,8,"Source: Defibshop AU, approx AUD $2799, 2025"
200406,,,,,,Medical & First Aid,First Aid,AED (Defibrillator),Fully automatic,"AED, fully automatic, real CPR feedback, Wi-Fi",,,,,1,ea,,,,,Physio-Control,LIFEPAK CR2,,,White/Red,,3200,3200,,2400,Contents,8,"Source: Defibshop AU, approx AUD $3199, 2025"
200407,,,,,,Medical & First Aid,First Aid,AED (Defibrillator),Budget semi-auto,"Budget AED, semi-automatic, voice guidance",,,,,1,ea,,,,,Heartsine,PAD 350P,,,White/Blue,,1600,1600,,1200,Contents,8,"Source: Defibshop AU, approx AUD $1599, 2025"
200408,,,,,,Medical & First Aid,First Aid,AED (Defibrillator),Wall cabinet,"AED wall cabinet with alarm, lockable",,,,,1,ea,,,,,Generic,AED-CAB,,,White/Red,,250,250,,187.5,Contents,15,"Source: Defibshop AU, approx AUD $249, 2025"
200409,,,,,,Medical & First Aid,First Aid,First Aid Kit,Type C 25-person,"Type C workplace first aid kit, 25-person, blue bag",,,,,1,ea,,,,,Trafalgar,Type C 25P,,,Green,,120,120,,90,Contents,2,"Source: Bunnings, approx AUD $119, 2025"
200410,,,,,,Medical & First Aid,First Aid,First Aid Kit,Type D 50-person,"Type D workplace first aid kit, 50-person, hard case",,,,,1,ea,,,,,Trafalgar,Type D 50P,,,Green,,280,280,,210,Contents,2,"Source: Winc, approx AUD $279, 2025"
200411,,,,,,Medical & First Aid,First Aid,First Aid Kit,Remote/trauma kit,"Remote area first aid kit, trauma supplies, 100-person",,,,,1,ea,,,,,St John,RAFA 100,,,Green,,600,600,,450,Contents,2,"Source: St John AU, approx AUD $599, 2025"
200412,,,,,,Medical & First Aid,First Aid,Stretcher,Folding,"Folding aluminium stretcher, 150kg rated",,,,,1,ea,,,,,Ferno,Model 35A,,,Black,,950,950,,712.5,Plant & Equipment,10,"Source: Ferno AU, approx AUD $949, 2025"
200413,,,,,,Medical & First Aid,First Aid,Stretcher,Stair chair,"Stair chair evacuator, foldable, 250kg rated",,,,,1,ea,,,,,Ferno,Model 40,,,Black,,1800,1800,,1350,Plant & Equipment,10,"Source: Ferno AU, approx AUD $1799, 2025"
200414,,,,,,Medical & First Aid,First Aid,Eyewash Station,Wall-mount bottle,"Eyewash station, 2×500mL saline, wall-mount",,,,,1,ea,,,,,Plum Safety,Emergency Eye Wash,,,Green/White,,80,80,,60,Contents,2,"Source: Blackwoods, approx AUD $79, 2025"
200415,,,,,,Medical & First Aid,First Aid,Eyewash Station,Plumbed station,"Plumbed eyewash station, ANSI Z358.1, stainless",,,,,1,ea,,,,,Guardian,GW series,,,Chrome,,600,600,,450,Contents,15,"Source: Guardian Equipment AU, approx AUD $599, 2025"
200416,,,,,,Medical & First Aid,Medical Equipment,Examination Table,Standard electric,"Electric examination table, height-adjustable, paper roll",,,,,1,ea,1900,700,850,,Promotal,Equipmed,,,White,,3500,3500,,2625,Plant & Equipment,15,"Source: Medshop AU, approx AUD $3499, 2025"
200417,,,,,,Medical & First Aid,Medical Equipment,Examination Table,Manual hydraulic,"Manual hydraulic examination table, 3-section",,,,,1,ea,1850,650,830,,Remfit,Remploy 3S,,,White,,2000,2000,,1500,Plant & Equipment,15,"Source: Medshop AU, approx AUD $1999, 2025"
200418,,,,,,Medical & First Aid,Medical Equipment,Examination Table,Chiropractic table,"Chiropractic/physio treatment table, drop pieces",,,,,1,ea,2050,750,600,,Lloyd Table,Zenith 220,,,Cream,,4500,4500,,3375,Plant & Equipment,15,"Source: Chiropractic supply AU, approx AUD $4499, 2025"
200419,,,,,,Medical & First Aid,Medical Equipment,Examination Table,Gynaecology table,"Gynaecological examination table, electric, stirrups",,,,,1,ea,1900,700,850,,Promotal,GYN Electric,,,White,,6000,6000,,4500,Plant & Equipment,15,"Source: Medshop AU, approx AUD $5999, 2025"
200420,,,,,,Medical & First Aid,Medical Equipment,Blood Pressure Monitor,Digital automatic,"Digital automatic BP monitor, validated, adult cuff",,,,,1,ea,,,,,Welch Allyn,ProBP 3400,,,White,,450,450,,337.5,Contents,8,"Source: Medshop AU, approx AUD $449, 2025"
200421,,,,,,Medical & First Aid,Medical Equipment,Blood Pressure Monitor,Ambulatory 24hr,"24-hour ambulatory blood pressure monitor, software",,,,,1,ea,,,,,Welch Allyn,ABPM 7100,,,White,,1800,1800,,1350,Contents,8,"Source: Medshop AU, approx AUD $1799, 2025"
200422,,,,,,Medical & First Aid,Medical Equipment,Blood Pressure Monitor,Wrist digital,Wrist digital BP monitor,,,,,1,ea,,,,,Omron,HEM-6321T,,,White,,120,120,,90,Contents,5,"Source: Chemist Warehouse AU, approx AUD $119, 2025"
200423,,,,,,Medical & First Aid,Medical Equipment,Medical Trolley,Crash trolley,"Medical emergency trolley with drawers, resus supplies",,,,,1,ea,,,,,Capsa Healthcare,S20,,,Grey,,1800,1800,,1350,Plant & Equipment,10,"Source: Medshop AU, approx AUD $1799, 2025"
200424,,,,,,Medical & First Aid,Medical Equipment,Medical Trolley,Procedure trolley,"Stainless procedure trolley, 2-shelf, push-handle",,,,,1,ea,600,400,900,,Generic,SST-2,,,Chrome,,600,600,,450,Plant & Equipment,10,"Source: Medshop AU, approx AUD $599, 2025"
200425,,,,,,Medical & First Aid,Medical Equipment,Medical Trolley,Dressing trolley,"Dressing trolley, stainless steel, 3-tier",,,,,1,ea,600,400,950,,Generic,DT3S,,,Chrome,,550,550,,412.5,Plant & Equipment,10,"Source: Medshop AU, approx AUD $549, 2025"
200426,,,,,,Medical & First Aid,Medical Equipment,Autoclave / Steriliser,17L benchtop,"Benchtop autoclave, 17L, class B, dental/medical",,,,,1,ea,500,430,250,,W&H,Lisa 17L,,,White,,5500,5500,,4125,Plant & Equipment,10,"Source: W&H AU, approx AUD $5499, 2025"
200427,,,,,,Medical & First Aid,Medical Equipment,Autoclave / Steriliser,22L,"Autoclave steriliser, 22L, class N, stainless chamber",,,,,1,ea,600,430,250,,W&H,Lisa 22L,,,White,,7000,7000,,5250,Plant & Equipment,10,"Source: W&H AU, approx AUD $6999, 2025"
200428,,,,,,Medical & First Aid,Medical Equipment,Dental Chair,Standard electric,"Dental treatment chair, electric, programmable positions",,,,,1,ea,,,,,A-DEC,500,,,White,,18000,18000,,13500,Plant & Equipment,15,"Source: A-DEC AU, approx AUD $17990, 2025"
200429,,,,,,Medical & First Aid,Medical Equipment,Height/Weight Scale,Digital LCD,"Digital height/weight scale, LCD, 200kg, 200cm",,,,,1,ea,,,,,Seca,763,,,White,,900,900,,675,Contents,10,"Source: Seca AU, approx AUD $899, 2025"
200430,,,,,,Medical & First Aid,Medical Equipment,Pulse Oximeter,Fingertip clinical,"Fingertip pulse oximeter, SpO2/PR, clinical grade",,,,,1,ea,,,,,Nellcor,PM10N,,,White,,200,200,,150,Contents,5,"Source: Medshop AU, approx AUD $199, 2025"
200431,,,,,,Medical & First Aid,Medical Equipment,Refrigerator (Medical),Vaccine 150L,"Vaccine refrigerator, 150L, +2 to +8°C, data logger",,,,,1,ea,540,535,875,,Vestfrost,MK 144,,,White,,2800,2800,,2100,Plant & Equipment,10,"Source: Vestfrost AU, approx AUD $2799, 2025"
200432,,,,,,Medical & First Aid,Medical Equipment,Refrigerator (Medical),Blood bank 380L,"Blood bank refrigerator, 380L, ±0.5°C, alarm",,,,,1,ea,580,650,1950,,Helmer,iB380,,,White,,8000,8000,,6000,Plant & Equipment,10,"Source: Helmer Scientific AU, approx AUD $7999, 2025"
200433,,,,,,Medical & First Aid,Medical Equipment,Nebuliser,Compressor,"Compressor nebuliser, for aerosol drug delivery",,,,,1,ea,,,,,PARI,Compact,,,White,,180,180,,135,Contents,5,"Source: Chemist Warehouse AU, approx AUD $179, 2025"
200434,,,,,,Medical & First Aid,Medical Equipment,Wheelchair,Standard manual,"Standard manual wheelchair, 46cm seat, folding",,,,,1,ea,,,,,Drive Medical,Cruiser III,,,Silver,,350,350,,262.5,Contents,7,"Source: Medshop AU, approx AUD $349, 2025"
200435,,,,,,Medical & First Aid,Medical Equipment,Wheelchair,Bariatric,"Bariatric manual wheelchair, 60cm seat, 250kg",,,,,1,ea,,,,,Invacare,XLT,,,Black,,1200,1200,,900,Contents,7,"Source: Medshop AU, approx AUD $1199, 2025"
200436,,,,,,Medical & First Aid,Medical Equipment,IV Stand,Adjustable,"IV pole / drip stand, 5-leg base, adjustable height",,,,,1,ea,,,,,Generic,IVS-5,,,Chrome,,150,150,,112.5,Contents,7,"Source: Medshop AU, approx AUD $149, 2025"
200437,,,,,,Safes & Storage,Safes,Cash / Petty Cash Safe,20L digital,"Cash safe, 20L, digital keypad, 4mm steel body",,,,,1,ea,250,300,230,,Guardall,GD20,,,Grey,,350,350,,262.5,Contents,15,"Source: Buy A Safe AU, approx AUD $349, 2025"
200438,,,,,,Safes & Storage,Safes,Cash / Petty Cash Safe,45L digital,"Cash safe, 45L, dual lock (key+digital)",,,,,1,ea,300,400,320,,Guardall,GD45,,,Grey,,550,550,,412.5,Contents,15,"Source: Buy A Safe AU, approx AUD $549, 2025"
200439,,,,,,Safes & Storage,Safes,Cash / Petty Cash Safe,Under-counter,"Under-counter cash safe, 15L, anchor bolts",,,,,1,ea,280,350,200,,Chubb,Elements C15,,,Grey,,400,400,,300,Contents,15,"Source: Buy A Safe AU, approx AUD $399, 2025"
200440,,,,,,Safes & Storage,Safes,Cash / Petty Cash Safe,Heavy duty 60L,"Heavy-duty cash safe, 60L, digital, re-locker",,,,,1,ea,380,500,400,,Chubb,DPC 60,,,Grey,,900,900,,675,Contents,15,"Source: Buy A Safe AU, approx AUD $899, 2025"
200441,,,,,,Safes & Storage,Safes,Deposit Safe,Front-load drop,"Front-loading deposit safe, 40L, anti-fish baffle",,,,,1,ea,280,380,620,,Guardall,GDD40,,,Grey,,700,700,,525,Contents,15,"Source: Buy A Safe AU, approx AUD $699, 2025"
200442,,,,,,Safes & Storage,Safes,Deposit Safe,Large deposit,"Large deposit safe, 100L, dual custody digital",,,,,1,ea,380,500,800,,Chubb,Elements D100,,,Grey,,1500,1500,,1125,Contents,15,"Source: Buy A Safe AU, approx AUD $1499, 2025"
200443,,,,,,Safes & Storage,Safes,Fire Safe,B-rated document,"Document fire safe, B-rated, 30min/260°C, 50L",,,,,1,ea,360,450,360,,Chubb,Elements Fire 50L,,,Grey,,750,750,,562.5,Contents,15,"Source: Buy A Safe AU, approx AUD $749, 2025"
200444,,,,,,Safes & Storage,Safes,Fire Safe,1hr 90L,"1-hour fire safe, 90L, data media protection",,,,,1,ea,460,550,440,,Chubb,Elements Fire 90L,,,Grey,,1200,1200,,900,Contents,15,"Source: Buy A Safe AU, approx AUD $1199, 2025"
200445,,,,,,Safes & Storage,Safes,Fire Safe,2hr large,"2-hour fire/burglary safe, 200L, high security",,,,,1,ea,600,640,720,,Gardall,2HR-2020,,,Grey,,3000,3000,,2250,Contents,20,"Source: Buy A Safe AU, approx AUD $2999, 2025"
200446,,,,,,Safes & Storage,Safes,Drug / Narcotic Safe,S2 rating,"Drug / narcotic safe, S2 rating, dual key",,,,,1,ea,250,300,300,,Chubb,Narcotic Safe S2,,,White,,1200,1200,,900,Contents,15,"Source: Precision Safes AU, approx AUD $1199, 2025"
200447,,,,,,Safes & Storage,Safes,Drug / Narcotic Safe,S4 high security,"High-security narcotics safe, S4 graded, dual control",,,,,1,ea,300,380,350,,Gunnebo,Lotus S4,,,Grey,,2500,2500,,1875,Contents,15,"Source: Precision Safes AU, approx AUD $2499, 2025"
200448,,,,,,Safes & Storage,Safes,Floor Safe,Concealed in-floor,"In-floor concealed safe, 12L, anti-drill plate",,,,,1,ea,280,280,120,,Chubb,Floor Safe FS12,,,Grey,,1000,1000,,750,Contents,15,"Source: Buy A Safe AU, approx AUD $999, 2025"
200449,,,,,,Safes & Storage,Safes,Wall Safe,Concealed,"Concealed wall safe, 10L, key lock, fitted to stud wall",,,,,1,ea,300,200,200,,Guardall,WS10,,,Grey,,350,350,,262.5,Contents,15,"Source: Buy A Safe AU, approx AUD $349, 2025"
200450,,,,,,Safes & Storage,Safes,Gun / Firearm Safe,6-gun long arm,"Long arm safe, 6-gun, key lock, foam lined",,,,,1,ea,200,250,1400,,Guardall,GLS6,,,Black,,650,650,,487.5,Contents,20,"Source: Buy A Safe AU, approx AUD $649, 2025"
200451,,,,,,Safes & Storage,Safes,Gun / Firearm Safe,12-gun heavy duty,"Heavy-duty firearm safe, 12 rifles, 3mm steel, digital",,,,,1,ea,300,450,1500,,Hornady,Rapid Safe 12G,,,Black,,1800,1800,,1350,Contents,20,"Source: Buy A Safe AU, approx AUD $1799, 2025"
200452,,,,,,Safes & Storage,Safes,Laptop / IT Security Safe,Laptop charging,"Laptop safe, 10-unit charging, 3mm steel, digital lock",,,,,1,ea,500,600,500,,Datamation,DS-LKN-10,,,Black,,800,800,,600,Contents,10,"Source: Winc, approx AUD $799, 2025"
200453,,,,,,Safes & Storage,Safes,Key Cabinet Safe,20-hook,"Key cabinet, 20-hook, key lock, wall-mount",,,,,1,ea,150,80,250,,Kaba Mas,Key 20,,,Grey,,200,200,,150,Contents,15,"Source: Winc, approx AUD $199, 2025"
200454,,,,,,Safes & Storage,Safes,Key Cabinet Safe,50-hook digital,"Key cabinet, 50-hook, digital lock, audit log",,,,,1,ea,250,80,350,,Kaba Mas,Key 50D,,,Grey,,600,600,,450,Contents,15,"Source: Winc, approx AUD $599, 2025"
200455,,,,,,Safes & Storage,Safes,Key Cabinet Safe,100-hook managed,"Key management cabinet, 100-hook, electronic, biometric",,,,,1,ea,300,100,540,,Traka,Traka21,,,White,,2500,2500,,1875,Contents,10,"Source: Traka AU, approx AUD $2499, 2025"
200456,,,,,,Office Equipment,Mail & Document,Shredder,Cross-cut P-4,"Cross-cut paper shredder, P-4 security, 10 sheets, 23L bin",,,,,1,ea,225,380,430,,Fellowes,Powershred 79Ci,,,Black,,280,280,,210,Contents,5,"Source: Officeworks, approx AUD $279, 2025"
200457,,,,,,Office Equipment,Mail & Document,Shredder,Micro-cut P-5,"Micro-cut shredder, P-5 security, 8 sheets, 23L",,,,,1,ea,225,380,430,,Fellowes,Powershred 99Ci,,,Black,,420,420,,315,Contents,5,"Source: Officeworks, approx AUD $419, 2025"
200458,,,,,,Office Equipment,Mail & Document,Shredder,Micro-cut P-6,"High-security micro-cut shredder, P-6, 6 sheets",,,,,1,ea,230,390,450,,Dahle,410,,,Black,,600,600,,450,Contents,5,"Source: Winc, approx AUD $599, 2025"
200459,,,,,,Office Equipment,Mail & Document,Shredder,Industrial large bin,"Industrial shredder, P-4, 40L bin, 20 sheets",,,,,1,ea,360,490,700,,Dahle,504,,,Black,,900,900,,675,Contents,5,"Source: Winc, approx AUD $899, 2025"
200460,,,,,,Office Equipment,Mail & Document,Laminator,A4,"A4 laminator, hot/cold, 80–250 micron",,,,,1,ea,385,80,58,,Fellowes,Saturn3i A4,,,Black,,120,120,,90,Contents,5,"Source: Officeworks, approx AUD $119, 2025"
200461,,,,,,Office Equipment,Mail & Document,Laminator,A3,"A3 laminator, hot/cold, up to 250 micron",,,,,1,ea,520,100,70,,Fellowes,Saturn3i A3,,,Black,,200,200,,150,Contents,5,"Source: Officeworks, approx AUD $199, 2025"
200462,,,,,,Office Equipment,Mail & Document,Laminator,Professional A3,"Professional A3 laminator, 125 micron, carrier sheets",,,,,1,ea,550,120,80,,Fellowes,Helix A3,,,Black,,380,380,,285,Contents,5,"Source: Winc, approx AUD $379, 2025"
200463,,,,,,Office Equipment,Mail & Document,Franking Machine,Low volume,"Franking machine, low volume, 2-year contract",,,,,1,ea,,,,,Pitney Bowes,SendPro C,,,Grey,,1800,1800,,1350,Contents,5,"Source: Pitney Bowes AU, approx AUD $1799, 2025"
200464,,,,,,Office Equipment,Mail & Document,Franking Machine,Mid volume,"Franking machine, mid volume, colour touchscreen",,,,,1,ea,,,,,FP Mailing,Optimail 30,,,Grey,,3000,3000,,2250,Contents,5,"Source: FP Mailing AU, approx AUD $2999, 2025"
200465,,,,,,Office Equipment,Mail & Document,Folding Machine,Desktop,"Desktop paper folding machine, C/Z/V fold, 2000 sheets/hr",,,,,1,ea,,,,,Formax,FD 314,,,Grey,,900,900,,675,Contents,8,"Source: Winc, approx AUD $899, 2025"
200466,,,,,,Office Equipment,Mail & Document,Label Printer,Desktop thermal,"Desktop thermal label printer, 203dpi, USB/Bluetooth",,,,,1,ea,175,130,80,,Brother,QL-820NWB,,,Black,,220,220,,165,Contents,4,"Source: Officeworks, approx AUD $219, 2025"
200467,,,,,,Office Equipment,Mail & Document,Label Printer,Industrial thermal,"Industrial thermal label printer, 300dpi, network",,,,,1,ea,,,,,Zebra,ZT411,,,Grey,,1500,1500,,1125,Contents,5,"Source: Zebra AU, approx AUD $1499, 2025"
200468,,,,,,Office Equipment,Presentation,Flip Chart Easel,A1 adjustable,"A1 flip chart easel, aluminium, adjustable height",,,,,1,ea,,,1800,,Visionchart,JD7 Adjustable,,,Silver,,250,250,,187.5,Contents,8,"Source: Officeworks, approx AUD $249, 2025"
200469,,,,,,Office Equipment,Presentation,Flip Chart Easel,A1 magnetic,A1 magnetic flipchart easel with castors,,,,,1,ea,,,1800,,Visionchart,JD12,,,Silver,,450,450,,337.5,Contents,8,"Source: Officeworks, approx AUD $449, 2025"
200470,,,,,,Office Equipment,Presentation,Lectern / Podium,Timber veneer,Timber veneer lectern with mic shelf and cable management,,,,,1,ea,600,500,1150,,Generic,Podium T,,,Walnut Veneer,,800,800,,600,Contents,15,"Source: Epic Office Furniture, approx AUD $799, 2025"
200471,,,,,,Office Equipment,Presentation,Lectern / Podium,Acrylic clear,"Clear acrylic podium / lectern, modern design",,,,,1,ea,450,400,1100,,Generic,Acrylic Podium,,,Clear,,600,600,,450,Contents,15,"Source: AV distributor AU, approx AUD $599, 2025"
200472,,,,,,Office Equipment,Presentation,Projection Trolley,AV cart,"AV projection cart, height adjustable, 2-shelf",,,,,1,ea,600,500,1200,,Balt,Balt AV Cart,,,Black,,350,350,,262.5,Contents,8,"Source: AV distributor AU, approx AUD $349, 2025"
200473,,,,,,Office Equipment,Security,EFTPOS / Payment Terminal,Countertop,"Countertop EFTPOS terminal, contactless, PIN",,,,,1,ea,,,,,Ingenico,Desk/5000,,,Black,,450,450,,337.5,Contents,4,"Source: Tyro / ANZ lease equiv, approx AUD $449, 2025"
200474,,,,,,Office Equipment,Security,EFTPOS / Payment Terminal,Mobile,"Mobile EFTPOS terminal, 4G, rechargeable",,,,,1,ea,,,,,Ingenico,Move/5000,,,White,,650,650,,487.5,Contents,4,"Source: Tyro, approx AUD $649, 2025"
200475,,,,,,Office Equipment,Security,EFTPOS / Payment Terminal,Integrated POS,"Integrated POS terminal, touch display, barcode scanner",,,,,1,ea,,,,,Verifone,T650p,,,Black,,1200,1200,,900,Contents,4,"Source: Verifone AU, approx AUD $1199, 2025"
200476,,,,,,Office Equipment,Security,ID Card Printer,Entry-level,"Direct-to-card ID printer, single-side, USB",,,,,1,ea,,,,,HID Fargo,DTC1250e,,,White,,800,800,,600,Contents,5,"Source: HID Global AU, approx AUD $799, 2025"
200477,,,,,,Office Equipment,Security,ID Card Printer,Dual-side,Dual-sided ID card printer with lamination,,,,,1,ea,,,,,HID Fargo,HDP5000,,,Grey,,2500,2500,,1875,Contents,5,"Source: HID Global AU, approx AUD $2499, 2025"
200478,,,,,,Office Equipment,Security,Cash Register,POS touchscreen,"POS touch-screen cash register, receipt printer, cash drawer",,,,,1,ea,,,,,Casio,V-R7100,,,Black,,1500,1500,,1125,Contents,5,"Source: Winc, approx AUD $1499, 2025"
200479,,,,,,Furniture,Seating,Task Chair,Fabric / Lumbar Support,"Ergonomic chair, lumbar support, fabric seat, castors",,,,,1,ea,660,640,1050,,Buro,Sprint,,,Blue Fabric,,520,520,,390,Contents,12,"Source: Buro.com.au, approx AUD $519, 2025"
200480,,,,,,Furniture,Seating,Visitor Chair,4-Star Base / Fabric,"Visitor chair, chrome 4-star base, fabric",,,,,1,ea,545,545,820,,Buro,Sprint V,,,Black Fabric,,300,300,,225,Contents,10,"Source: Buro.com.au, approx AUD $299, 2025"
200481,,,,,,Furniture,Seating,Lounge Chair / Sofa,Single / Shell Pod,"Tub/pod chair, shell design, metal legs",,,,,1,ea,750,760,760,,Instyle,Pod,,,White,,1100,1100,,825,Contents,12,"Source: Instyle.com.au, approx AUD $1099, 2025"
200482,,,,,,Furniture,Seating,Lounge Chair / Sofa,Corner modular,"Modular corner sofa, 4-seat, fabric",,,,,1,ea,2500,2500,760,,Instyle,Modular 4S,,,Light Grey Fabric,,4500,4500,,3375,Contents,12,"Source: Instyle.com.au, approx AUD $4499, 2025"
200483,,,,,,Furniture,Seating,Meeting Chair,Fabric Armchair,"Meeting armchair, upholstered, 4-leg",,,,,1,ea,560,550,870,,Buro,York HC,,,Black Leather,,750,750,,562.5,Contents,12,"Source: Buro.com.au, approx AUD $749, 2025"
200484,,,,,,Furniture,Seating,Stacking Chair,Polypropylene / Bistro,Bistro-style polypropylene stacking chair,,,,,1,ea,380,380,870,,Kartell,Louis Ghost,,,Transparent,,200,200,,150,Contents,10,"Source: Stylecraft AU, approx AUD $199, 2025"
200485,,,,,,Furniture,Seating,Bar Stool,Fixed / Metal,"Metal bar stool, powder coat, 65cm height",,,,,1,ea,400,400,650,,Generic,Industrial Stool,,,Matte Black,,220,220,,165,Contents,10,"Source: Officeworks, approx AUD $219, 2025"
200486,,,,,,Furniture,Seating,Bench Seat,3-Seat / Upholstered,"Upholstered bench seat with backrest, 3-seat",,,,,1,ea,1600,500,800,,Rapidline,Banquet 3S,,,Charcoal Fabric,,900,900,,675,Contents,12,"Source: Epic Office Furniture, approx AUD $899, 2025"
200487,,,,,,Furniture,Seating,Task Chair,Fabric / Posture Wide Seat,"Posture chair, orthopaedic, wide seat, fabric",,,,,1,ea,720,700,1100,,Buro,Tidal XL,,,Black Fabric,,680,680,,510,Contents,12,"Source: Buro.com.au, approx AUD $679, 2025"
200488,,,,,,Furniture,Seating,Task Chair,Fabric / 24hr Operator,"Operator chair, 24hr use, heavy-duty",,,,,1,ea,670,640,1100,,Buro,20hr+,,,Black Mesh,,850,850,,637.5,Contents,12,"Source: Buro.com.au, approx AUD $849, 2025"
200489,,,,,,Furniture,Desks & Workstations,Straight Desk,2000mm,"Executive straight desk, 2000×900mm, veneer",,,,,1,ea,2000,900,730,,Arteil,Exec 2000,,,Walnut Veneer,,1200,1200,,900,Contents,15,"Source: Epic Office Furniture, approx AUD $1199, 2025"
200490,,,,,,Furniture,Desks & Workstations,Corner Desk,2100mm,"L-shaped corner desk, 2100×1200mm, laminate",,,,,1,ea,2100,1200,720,,Rapidline,Corner 2100,,,White,,900,900,,675,Contents,12,"Source: Fast Office Furniture, approx AUD $899, 2025"
200491,,,,,,Furniture,Desks & Workstations,Height-Adjustable Desk,1200mm compact,"Compact electric sit-stand desk, 1200×600mm",,,,,1,ea,1200,600,720,,Ergomotion,MotionDesk 1200,,,White,,850,850,,637.5,Contents,10,"Source: Ergomotion.com.au, approx AUD $849, 2025"
200492,,,,,,Furniture,Desks & Workstations,Bench Workstation,6-person,"6-person open-plan bench, 3600×1600mm, cable tray",,,,,1,ea,3600,1600,720,,Rapidline,Bench 6P,,,White,,2800,2800,,2100,Contents,12,"Source: Epic Office Furniture, approx AUD $2799, 2025"
200493,,,,,,Furniture,Desks & Workstations,Reception Desk / Counter,Curved,"Curved reception counter, laminate, raised panel",,,,,1,ea,2000,900,1100,,Rapidline,Recept C,,,White,,4000,4000,,3000,Contents,15,"Source: Epic Office Furniture, approx AUD $3999, 2025"
